song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,album_names,playlist,Artist_and_Track_Name
70,190416,0.18600000000000005,0.588,0.6970000000000001,0.000219,3,0.103,-4.744,0,0.0372,125.157,4,0.225,Promises (with Sam Smith) [David Guetta Remix],Cardio,Calvin Harris - Promises (with Sam Smith) - David Guetta Remix
92,201660,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,Without Me,Certified Gold,Halsey - Without Me
66,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91,Sunflower (Spider-Man: Into the Spider-Verse),Certified Gold,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse
99,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329,I Love It,Certified Gold,Kanye West - I Love It (& Lil Pump)
83,215733,0.382,0.568,0.401,0.0,7,0.262,-6.341,1,0.0297,95.796,4,0.29600000000000004,Shallow,Certified Gold,Lady Gaga - Shallow
70,217933,0.006229999999999999,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315,Scorpion,Certified Gold,Drake - In My Feelings
92,324189,0.371,0.855,0.6940000000000001,0.0,2,0.109,-4.393,1,0.16899999999999998,122.078,4,0.49,Tha Carter V,Certified Gold,Lil Wayne - Mona Lisa (feat. Kendrick Lamar)
95,231266,0.354,0.68,0.563,0.0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,beerbongs & bentleys,Certified Gold,Post Malone - Better Now
80,298133,0.00606,0.39,0.779,0.0,1,0.29100000000000004,-5.612,1,0.243,175.89,4,0.213,YSIV,Certified Gold,Logic - ICONIC (ft. Jaden Smith)
85,224903,0.0403,0.917,0.7859999999999999,0.0,11,0.195,-4.921,0,0.208,143.03799999999995,4,0.441,QUAVO HUNCHO,Certified Gold,Quavo - PASS OUT (feat. 21 Savage)
85,201253,0.0882,0.6940000000000001,0.852,0.0,7,0.334,-5.34,0,0.257,107.178,4,0.377,Lost In Japan (Remix),Certified Gold,Shawn Mendes - Lost In Japan - Remix
96,244679,0.0627,0.8759999999999999,0.7859999999999999,0.0,10,0.127,-4.884,0,0.306,153.06799999999996,4,0.575,Kamikaze,Certified Gold,Eminem - Lucky You (feat. Joyner Lucas)
94,235545,0.568,0.851,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448,Girls Like You (feat. Cardi B),Certified Gold,Maroon 5 - Girls Like You (feat. Cardi B)
76,192587,0.114,0.7090000000000001,0.759,0.000129,5,0.34700000000000003,-3.811,0,0.0454,148.011,4,0.586,First Time - EP,Certified Gold,Liam Payne - First Time
73,217633,0.0632,0.5539999999999999,0.667,1.4300000000000004e-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281,Guiding Light,Certified Gold,Mumford & Sons - Guiding Light
96,179404,0.08800000000000001,0.931,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376,FEFE (feat. Nicki Minaj & Murda Beatz),Certified Gold,6ix9ine - FEFE (feat. Nicki Minaj & Murda Beatz)
98,213309,0.0119,0.7809999999999999,0.768,4.91e-06,11,0.325,-5.9910000000000005,1,0.0394,123.07,4,0.486,Promises (with Sam Smith),Certified Gold,Calvin Harris - Promises (with Sam Smith)
24,164186,0.0415,0.8390000000000001,0.625,0.0,0,0.125,-6.761,1,0.0769,121.982,4,0.748,Nervous,Certified Gold,Shawn Mendes - Nervous
85,230453,0.141,0.6779999999999999,0.588,6.35e-06,7,0.13699999999999998,-7.015,1,0.276,186.005,4,0.486,Starboy,Certified Gold,The Weeknd - Starboy
78,353453,0.556,0.8440000000000001,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958,YSIV,Certified Gold,Logic - 100 Miles and Running (ft. Wale & John Lindahl)
90,262493,0.227,0.83,0.546,0.0,1,0.112,-5.716,1,0.295,182.973,4,0.535,Kamikaze,Certified Gold,Eminem - Fall
37,220880,0.59,0.748,0.546,0.0,8,0.112,-8.134,1,0.106,140.005,4,0.413,Psycho (feat. Ty Dolla $ign),Certified Gold,Post Malone - Psycho (feat. Ty Dolla $ign)
79,199849,0.0788,0.799,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419,Red Pill Blues (Deluxe),Certified Gold,Maroon 5 - What Lovers Do (feat. SZA)
77,369240,0.0821,0.758,0.782,0.0,10,0.111,-6.153,0,0.309,91.073,4,0.6759999999999999,YSIV,Certified Gold,Logic - YSIV
78,214801,0.107,0.67,0.585,1.11e-06,6,0.131,-4.8610000000000015,0,0.0354,110.03,4,0.447,hopeless fountain kingdom (Deluxe),Certified Gold,Halsey - Now Or Never
36,239946,0.377,0.4370000000000001,0.481,0.0,11,0.33,-9.681,0,0.237,83.60600000000002,4,0.21600000000000005,Lucid Dreams,Certified Gold,Juice WRLD - Lucid Dreams
87,197993,0.129,0.72,0.807,0.0,11,0.183,-4.59,0,0.0432,124.946,4,0.305,Wolves,Certified Gold,Selena Gomez - Wolves
88,250840,0.161,0.684,0.8109999999999999,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721,Vibras,Certified Gold,J Balvin - No Es Justo
39,230000,0.332,0.6829999999999999,0.57,0.0,9,0.0812,-8.384,1,0.0311,95.997,4,0.263,AFTER PARTY,Chinese Hip-Hop Stars,SAVAGE.M - AFTER PARTY
77,219305,0.0538,0.778,0.741,2.04e-06,10,0.29,-4.97,0,0.0484,102.95,4,0.364,Bitch Better Have My Money,Clinically Cold,Rihanna - Bitch Better Have My Money
54,238481,0.109,0.708,0.575,0.0,10,0.134,-5.912000000000001,1,0.119,139.983,4,0.127,I Mean It REMIX,Clinically Cold,G-Eazy - I Mean It REMIX
53,264093,0.000398,0.878,0.9,1.76e-05,11,0.229,-6.964,0,0.14400000000000002,132.991,4,0.28,Krazy,Clinically Cold,Lil Wayne - Krazy
46,303519,0.264,0.7170000000000001,0.8220000000000001,0.0,1,0.0648,-6.813,1,0.24,123.957,4,0.591,OKE - Deluxe Edition,Clinically Cold,"The Game - Astronaut P*ssy (feat. Skeme, ScHoolboy Q)"
48,152240,0.5710000000000001,0.48,0.8390000000000001,0.0,10,0.173,-4.084,1,0.313,200.926,4,0.339,Indicud,Clinically Cold,Kid Cudi - Cold Blooded
42,224680,0.00271,0.8590000000000001,0.685,0.0,1,0.0687,-5.494,1,0.112,94.006,4,0.377,Well Done 4,Clinically Cold,"Tyga - Good Day (feat. Lil Wayne, Meek Mill)"
52,284293,0.569,0.52,0.435,0.0,9,0.161,-9.147,1,0.284,101.584,5,0.0717,Jesus Piece (Deluxe),Clinically Cold,The Game - See No Evil
21,256093,0.141,0.586,0.599,6.09e-06,1,0.0966,-4.352,1,0.0695,145.032,4,0.313,Yeezus,Clinically Cold,Kanye West - New Slaves
15,296953,0.364,0.779,0.943,0.0,9,0.6409999999999999,-2.524,1,0.174,105.441,4,0.696,The Marshall Mathers LP2 (Deluxe),Clinically Cold,Eminem - Love Game
75,350226,0.015,0.8029999999999999,0.753,0.0,4,0.204,-3.542,0,0.0625,129.998,4,0.557,The Eminem Show,Clinically Cold,Eminem - Superman
38,146800,0.184,0.486,0.7859999999999999,4.72e-06,2,0.345,-9.093,1,0.269,170.486,4,0.412,Tear Drop Tune Part 3,Clinically Cold,Lil Wayne - Move The Damn Thing feat. Juelz Santana
55,222360,0.151,0.723,0.644,0.0,0,0.199,-4.803,1,0.45,189.537,4,0.743,The Best Of Snoop Dogg,Clinically Cold,"Snoop Dogg - Lay Low - Feat. Master P, Nate Dogg, Butch Cassidy And Tha E"
20,326946,0.0151,0.504,0.331,6.46e-06,8,0.116,-10.335,1,0.0329,106.731,4,0.0393,Yeezus,Clinically Cold,Kanye West - Hold My Liquor
45,173160,0.0425,0.79,0.531,0.0,8,0.266,-6.968,1,0.197,86.306,4,0.479,Started From the Bottom (Explicit Version),Clinically Cold,Drake - Started From the Bottom
74,299506,0.119,0.522,0.932,0.0,11,0.177,-2.87,1,0.255,129.47299999999998,4,0.33,Recovery,Clinically Cold,Eminem - No Love
66,229226,0.0763,0.505,0.9,0.0,1,0.202,-1.578,1,0.392,145.042,4,0.391,Rebirth,Clinically Cold,Lil Wayne - Drop The World
64,283653,0.00822,0.6679999999999999,0.628,0.0,6,0.145,-5.327000000000001,0,0.205,131.88,4,0.621,Kanye West Presents Good Music Cruel Summer,Clinically Cold,Kanye West - Don't Like.1
67,305840,0.000402,0.364,0.841,0.0,8,0.242,-4.831,1,0.119,100.14,5,0.0837,Tha Carter IV (Deluxe),Clinically Cold,Lil Wayne - She Will
64,319253,0.2,0.36,0.716,0.0,7,0.581,-6.181,1,0.34,86.001,4,0.274,Wolf,Clinically Cold,"Tyler, The Creator - IFHY"
68,313786,0.123,0.716,0.485,2.69e-05,1,0.604,-7.745,1,0.404,74.132,4,0.26,"good kid, m.A.A.d city (Deluxe)",Clinically Cold,Kendrick Lamar - Swimming Pools (Drank) - Extended Version
64,223173,0.0395,0.612,0.593,0.0,1,0.484,-6.294,1,0.458,130.583,4,0.883,I Am Not A Human Being II (Deluxe),Clinically Cold,Lil Wayne - Rich As Fuck
37,230080,0.132,0.7490000000000001,0.78,0.0,4,0.174,-7.2429999999999986,0,0.341,141.671,4,0.526,Hotel California (Deluxe),Clinically Cold,Tyga - Enemies
72,378893,0.00244,0.628,0.6920000000000001,0.013,2,0.6679999999999999,-5.64,1,0.202,124.791,5,0.0964,My Beautiful Dark Twisted Fantasy,Clinically Cold,Kanye West - Monster
48,227826,0.0716,0.833,0.753,3.04e-06,1,0.637,-6.332999999999998,1,0.232,138.469,4,0.502,O.N.I.F.C. (Deluxe),Clinically Cold,Wiz Khalifa - It's Nothin - feat. 2 Chainz
50,206626,0.123,0.444,0.627,0.0,7,0.0795,-8.744,0,0.252,98.21,3,0.359,Take Care (Deluxe),Clinically Cold,Drake - HYFR (Hell Ya Fucking Right)
6,235466,0.00782,0.482,0.955,0.0,6,0.0599,-0.905,0,0.382,89.42200000000003,4,0.509,The Hits Collection Volume One (Deluxe),Clinically Cold,JAY Z - 99 Problems
0,196640,0.235,0.893,0.634,0.0,11,0.0238,-2.446,0,0.304,93.983,4,0.857,Get Rich Or Die Tryin' / The Massacre (Explicit Version),Clinically Cold,50 Cent - If I Can't
0,265678,0.0152,0.613,0.843,0.0,7,0.0917,-8.343,1,0.18600000000000005,102.968,4,0.325,Overly Dedicated,Clinically Cold,Kendrick Lamar - Barbed Wire
67,372706,0.0203,0.378,0.691,0.0,10,0.4,-5.308,0,0.461,75.16199999999998,4,0.226,Jesus Piece (Deluxe),Clinically Cold,The Game - Ali Bomaye
60,227080,0.36,0.7809999999999999,0.754,0.0,0,0.0867,-3.61,0,0.0894,120.521,4,0.519,LONG.LIVE.A$AP (Deluxe Version),Clinically Cold,A$AP Rocky - Angels
0,503320,0.185,0.404,0.654,1.52e-06,11,0.588,-6.324,1,0.129,139.545,4,0.28,Watch The Throne (Deluxe),Clinically Cold,JAY Z - Illest Motherf**ker Alive
53,253746,0.0302,0.632,0.634,0.0,8,0.153,-8.415,1,0.274,81.0,4,0.388,Goblin (Deluxe Edition),Clinically Cold,"Tyler, The Creator - Tron Cat"
68,211240,0.0727,0.6970000000000001,0.7140000000000001,0.0,4,0.233,-7.872000000000001,1,0.23,138.145,4,0.575,TOTAL XANARCHY,Cloud Rap,Lil Xan - Moonlight
76,214912,0.0153,0.564,0.8109999999999999,8.72e-06,1,0.125,-5.734,0,0.0513,126.007,4,0.114,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Confidence Boost,Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit
43,199849,0.0786,0.795,0.615,2.98e-06,5,0.0855,-5.211,0,0.0671,110.009,4,0.393,Red Pill Blues (Deluxe),Confidence Boost,Maroon 5 - What Lovers Do (feat. SZA)
83,226973,0.181,0.637,0.713,0.000637,0,0.13699999999999998,-4.333,1,0.0747,129.923,4,0.243,Camila,Confidence Boost,Camila Cabello - Never Be the Same
93,214846,0.037000000000000005,0.7909999999999999,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.5920000000000001,One Kiss (with Dua Lipa),Confidence Boost,Calvin Harris - One Kiss (with Dua Lipa)
37,200133,0.303,0.726,0.708,0.0,7,0.348,-6.908,0,0.35600000000000004,105.084,4,0.417,Lost In Japan,Confidence Boost,Shawn Mendes - Lost In Japan
95,253390,0.099,0.816,0.726,0.0,5,0.3720000000000001,-3.998,0,0.129,136.048,4,0.65,Invasion of Privacy,Confidence Boost,Cardi B - I Like It
89,201707,0.0956,0.708,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,4,0.338,Love Lies (with Normani),Confidence Boost,Khalid - Love Lies (with Normani)
77,199095,0.398,0.7509999999999999,0.579,2.28e-05,2,0.133,-4.0360000000000005,1,0.0321,105.031,4,0.349,Havana (Remix),Confidence Boost,Camila Cabello - Havana - Remix
73,163250,0.0406,0.78,0.7979999999999999,6.31e-05,1,0.0733,-5.151,0,0.0613,78.969,4,0.7709999999999999,Feel It Still,Confidence Boost,Portugal. The Man - Feel It Still
87,197993,0.129,0.72,0.807,0.0,11,0.183,-4.59,0,0.0432,124.946,4,0.305,Wolves,Confidence Boost,Selena Gomez - Wolves
65,277506,0.219,0.562,0.4370000000000001,2.18e-05,0,0.0806,-10.229,1,0.052000000000000005,124.852,4,0.15,Melodrama,Confidence Boost,Lorde - Supercut
78,216391,0.334,0.334,0.617,0.0,6,0.163,-5.834,0,0.383,85.227,4,0.603,Crying in the Club,Confidence Boost,Camila Cabello - Crying in the Club
84,187973,0.106,0.444,0.8190000000000001,0.0,10,0.107,-4.078,0,0.341,82.695,4,0.747,Illuminate,Confidence Boost,Shawn Mendes - Treat You Better
81,222160,0.199,0.63,0.928,0.124,9,0.14800000000000002,-2.787,0,0.0331,123.963,4,0.465,This Is What You Came For,Confidence Boost,Calvin Harris - This Is What You Came For
40,189029,0.0178,0.5479999999999999,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309,Mi Gente,Confidence Boost,J Balvin - Mi Gente
80,190185,0.106,0.616,0.4320000000000001,0.0,7,0.132,-9.546,1,0.133,84.77799999999998,4,0.302,Pure Heroine,Confidence Boost,Lorde - Royals
71,199320,0.28300000000000003,0.703,0.747,0.0,0,0.396,-4.4460000000000015,0,0.0895,149.974,4,0.7,My Everything (Deluxe),Confidence Boost,Jessie J - Bang Bang
78,212647,0.00868,0.565,0.8490000000000001,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.4270000000000001,Hymn For The Weekend (Seeb Remix),Confidence Boost,Coldplay - Hymn For The Weekend - Seeb Remix
78,214647,0.189,0.965,0.414,0.0,1,0.0767,-6.408,1,0.0713,121.032,4,0.728,Bad Liar,Confidence Boost,Selena Gomez - Bad Liar
64,193480,0.657,0.5720000000000001,0.361,0.0,6,0.278,-12.198,1,0.0418,99.611,4,0.5489999999999999,Lately,Contemporary Blend,Noah Cyrus - Lately
65,234080,0.738,0.489,0.35700000000000004,0.0,0,0.105,-6.033,1,0.0263,81.93700000000003,4,0.236,Expectations,Contemporary Blend,MAGIC! - More Of You
28,210666,0.635,0.54,0.439,1.93e-05,10,0.0993,-8.591000000000001,1,0.115,167.908,4,0.371,Suncity,Contemporary Blend,Khalid - Saturday Nights
85,217212,0.439,0.573,0.34,0.0,7,0.0886,-6.476,1,0.0301,95.787,4,0.304,A Star Is Born Soundtrack (Without Dialogue),Contemporary Blend,Lady Gaga - Shallow - Radio Edit
59,189400,0.422,0.674,0.586,0.00242,1,0.14800000000000002,-7.697999999999999,0,0.0721,107.926,4,0.305,CRAZYTALK,Contemporary Blend,Mat Kearney - Changes
70,181360,0.172,0.564,0.472,1.12e-06,0,0.108,-4.167,1,0.0369,69.942,4,0.306,Electric Light,Contemporary Blend,James Bay - Us
63,159400,0.809,0.736,0.45,0.0,2,0.108,-9.406,1,0.228,153.888,4,0.6629999999999999,Shawn Mendes,Contemporary Blend,Shawn Mendes - Like To Be You feat. Julia Michaels
73,217633,0.0632,0.5539999999999999,0.667,1.4300000000000004e-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281,Guiding Light,Contemporary Blend,Mumford & Sons - Guiding Light
70,181360,0.366,0.451,0.528,0.0,2,0.0811,-6.984,1,0.0364,139.28,5,0.527,Know.,Contemporary Blend,Jason Mraz - More Than Friends (feat. Meghan Trainor)
76,281235,0.762,0.343,0.35700000000000004,2.86e-06,7,0.0933,-7.278,1,0.037000000000000005,75.76100000000002,3,0.247,A Star Is Born Soundtrack (Without Dialogue),Contemporary Blend,Lady Gaga - I'll Never Love Again - Film Version - Radio Edit
79,181913,0.645,0.547,0.289,0.0,0,0.14800000000000002,-8.131,1,0.0348,104.851,3,0.213,Consequences (orchestra),Contemporary Blend,Camila Cabello - Consequences - orchestra
74,175240,0.456,0.8490000000000001,0.493,0.000463,1,0.133,-4.1,0,0.0417,97.012,4,0.447,A Star Is Born Soundtrack,Contemporary Blend,Lady Gaga - Look What I Found
69,233880,0.201,0.657,0.569,1.3800000000000003e-05,2,0.126,-6.287000000000001,1,0.0542,102.054,4,0.399,Light On,Contemporary Blend,Maggie Rogers - Light On
72,233028,0.2,0.667,0.478,0.0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337,Under Pressure,Contemporary Blend,Shawn Mendes - Under Pressure
69,238567,0.007809999999999998,0.619,0.628,0.207,11,0.206,-8.307,0,0.038,127.065,4,0.232,Jumpsuit / Nico And The Niners,Corre con Rock,Twenty One Pilots - Jumpsuit
74,235293,1.83e-05,0.465,0.919,2.07e-05,4,0.262,-4.025,1,0.0408,135.997,4,0.537,There Is Nothing Left To Lose,Corre con Rock,Foo Fighters - Learn to Fly
55,266186,0.7759999999999999,0.514,0.439,0.0034200000000000003,4,0.0902,-9.805,0,0.0276,140.128,4,0.252,Johnny Cash: Forever Words,Country Coffeehouse,Jewel - Body On Body (Johnny Cash: Forever Words)
58,225146,0.677,0.654,0.24,0.006490000000000001,10,0.0784,-15.692,1,0.0288,83.01299999999998,1,0.246,Spirit,Country Coffeehouse,Amos Lee - Wait Up For Me
71,136026,0.733,0.35700000000000004,0.7559999999999999,0.00505,0,0.76,-8.492,1,0.0621,174.797,4,0.95,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - Hound Dog
74,146480,0.41,0.647,0.5820000000000001,1.93e-06,10,0.0715,-9.538,0,0.0755,167.396,4,0.915,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - Jailhouse Rock
64,122893,0.856,0.6970000000000001,0.55,3.44e-05,2,0.0907,-11.496,1,0.18,84.802,4,0.8440000000000001,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - Don't Be Cruel
65,127560,0.84,0.696,0.21,1.62e-06,4,0.107,-11.922,1,0.067,93.543,4,0.7170000000000001,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - Heartbreak Hotel
64,117080,0.8809999999999999,0.624,0.468,6.35e-06,10,0.14400000000000002,-12.162,1,0.132,74.139,4,0.952,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - All Shook Up
39,162133,0.91,0.454,0.0659,5.74e-06,9,0.103,-15.13,1,0.0404,78.135,4,0.282,The 50 Greatest Love Songs,Country's Greatest Hits_  The '50s,Elvis Presley - Love Me Tender - Mono
38,107186,0.83,0.628,0.399,0.0,0,0.353,-12.447,1,0.18,87.807,4,0.924,Elvis' Golden Records,Country's Greatest Hits_  The '50s,Elvis Presley - (Let Me Be Your) Teddy Bear
50,206840,0.448,0.799,0.7070000000000001,0.000125,7,0.289,-8.464,1,0.0402,116.922,4,0.8220000000000001,Toby Keith,Country's Greatest Hits_  The '90s,Toby Keith - Wish I Didn't Know Now
54,197666,0.5670000000000001,0.613,0.355,0.0,6,0.0909,-8.218,1,0.0247,135.622,4,0.129,It Matters To Me,Country's Greatest Hits_  The '90s,Faith Hill - It Matters To Me
59,213200,0.12,0.645,0.747,0.0,4,0.135,-5.747000000000001,1,0.0888,80.28699999999998,4,0.815,Come On Over,Country's Greatest Hits_  The '90s,"Shania Twain - Honey, I'm Home"
65,211306,0.471,0.619,0.672,3.15e-06,7,0.211,-7.786,1,0.0356,133.40200000000002,4,0.6940000000000001,Toby Keith,Country's Greatest Hits_  The '90s,Toby Keith - Should've Been A Cowboy
52,165013,0.185,0.6940000000000001,0.654,0.0,11,0.28300000000000003,-9.148,1,0.0322,135.787,4,0.6890000000000001,Take Me As I Am,Country's Greatest Hits_  The '90s,Faith Hill - Wild One
46,184693,0.397,0.768,0.774,0.0,7,0.0468,-4.455,1,0.0346,101.153,4,0.925,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s,Toby Keith - He Ain't Worth Missing
46,146373,0.338,0.759,0.805,0.0,9,0.375,-3.666,1,0.0372,138.407,4,0.848,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s,Toby Keith - You Ain't Much Fun
52,183960,0.108,0.6629999999999999,0.525,0.0,7,0.349,-9.674,1,0.0331,134.748,4,0.731,The Woman In Me,Country's Greatest Hits_  The '90s,Shania Twain - No One Needs To Know
50,170546,0.282,0.755,0.8079999999999999,2.02e-06,9,0.11,-7.367000000000001,1,0.0374,124.976,4,0.933,Toby Keith,Country's Greatest Hits_  The '90s,Toby Keith - A Little Less Talk And A Lot More Action
42,235626,0.35100000000000003,0.7020000000000001,0.784,0.0,5,0.0814,-5.056,1,0.0278,117.599,4,0.54,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s,Toby Keith - Dream Walkin'
67,246760,0.207,0.5920000000000001,0.725,0.0,8,0.14800000000000002,-8.698,1,0.0412,78.235,4,0.784,The Woman In Me,Country's Greatest Hits_  The '90s,Shania Twain - Any Man Of Mine
66,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91,Sunflower (Spider-Man: Into the Spider-Verse),Crowd Pleasers,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse
92,201660,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,Without Me,Crowd Pleasers,Halsey - Without Me
85,201253,0.0882,0.6940000000000001,0.852,0.0,7,0.334,-5.34,0,0.257,107.178,4,0.377,Lost In Japan (Remix),Crowd Pleasers,Shawn Mendes - Lost In Japan - Remix
73,217633,0.0632,0.5539999999999999,0.667,1.4300000000000004e-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281,Guiding Light,Crowd Pleasers,Mumford & Sons - Guiding Light
83,215733,0.382,0.568,0.401,0.0,7,0.262,-6.341,1,0.0297,95.796,4,0.29600000000000004,Shallow,Crowd Pleasers,Lady Gaga - Shallow
79,237654,0.0161,0.962,0.573,0.0,7,0.109,-5.924,1,0.308,125.035,4,0.728,QUAVO HUNCHO,Crowd Pleasers,Quavo - LOSE IT (feat. Lil Baby)
70,217933,0.006229999999999999,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315,Scorpion,Crowd Pleasers,Drake - In My Feelings
95,231266,0.354,0.68,0.563,0.0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,beerbongs & bentleys,Crowd Pleasers,Post Malone - Better Now
94,235545,0.568,0.851,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448,Girls Like You (feat. Cardi B),Crowd Pleasers,Maroon 5 - Girls Like You (feat. Cardi B)
99,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329,I Love It,Crowd Pleasers,Kanye West - I Love It (& Lil Pump)
78,353453,0.556,0.8440000000000001,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958,YSIV,Crowd Pleasers,Logic - 100 Miles and Running (ft. Wale & John Lindahl)
90,262493,0.227,0.83,0.546,0.0,1,0.112,-5.716,1,0.295,182.973,4,0.535,Kamikaze,Crowd Pleasers,Eminem - Fall
98,213309,0.0119,0.7809999999999999,0.768,4.91e-06,11,0.325,-5.9910000000000005,1,0.0394,123.07,4,0.486,Promises (with Sam Smith),Crowd Pleasers,Calvin Harris - Promises (with Sam Smith)
64,175253,0.45,0.846,0.5,0.0006320000000000001,1,0.122,-4.145,0,0.0408,97.03,4,0.46,A Star Is Born Soundtrack,Crowd Pleasers,Lady Gaga - Look What I Found
92,324189,0.371,0.855,0.6940000000000001,0.0,2,0.109,-4.393,1,0.16899999999999998,122.078,4,0.49,Tha Carter V,Crowd Pleasers,Lil Wayne - Mona Lisa (feat. Kendrick Lamar)
77,369240,0.0821,0.758,0.782,0.0,10,0.111,-6.153,0,0.309,91.073,4,0.6759999999999999,YSIV,Crowd Pleasers,Logic - YSIV
77,193320,0.3,0.688,0.688,0.0,3,0.0982,-5.84,1,0.0357,114.011,4,0.451,Born To Be Yours,Crowd Pleasers,Kygo - Born To Be Yours
96,179404,0.08800000000000001,0.931,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376,FEFE (feat. Nicki Minaj & Murda Beatz),Crowd Pleasers,6ix9ine - FEFE (feat. Nicki Minaj & Murda Beatz)
36,239946,0.377,0.4370000000000001,0.481,0.0,11,0.33,-9.681,0,0.237,83.60600000000002,4,0.21600000000000005,Lucid Dreams,Crowd Pleasers,Juice WRLD - Lucid Dreams
96,244679,0.0627,0.8759999999999999,0.7859999999999999,0.0,10,0.127,-4.884,0,0.306,153.06799999999996,4,0.575,Kamikaze,Crowd Pleasers,Eminem - Lucky You (feat. Joyner Lucas)
72,233028,0.2,0.667,0.478,0.0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337,Under Pressure,Crowd Pleasers,Shawn Mendes - Under Pressure
80,298133,0.00606,0.39,0.779,0.0,1,0.29100000000000004,-5.612,1,0.243,175.89,4,0.213,YSIV,Crowd Pleasers,Logic - ICONIC (ft. Jaden Smith)
88,250840,0.161,0.684,0.8109999999999999,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721,Vibras,Crowd Pleasers,J Balvin - No Es Justo
64,161906,0.52,0.711,0.8029999999999999,8.37e-06,0,0.0987,-4.58,1,0.124,182.92,4,0.787,La Leyenda (Version Super Deluxe),Cumbia Anthems,Selena - Baila Esta Cumbia
51,227440,0.5429999999999999,0.6609999999999999,0.619,0.0,6,0.0883,-11.348,1,0.0757,181.967,4,0.952,Amor Prohibido,Cumbia Anthems,Selena - Techno Cumbia
42,175533,0.0331,0.5479999999999999,0.787,7.209999999999999e-05,5,0.243,-2.842,0,0.0543,179.942,4,0.932,Ginza (The Remixes),Cumbia Anthems,J Balvin - Ginza - Cumbia Remix
37,249746,0.19,0.818,0.958,0.0005639999999999999,9,0.0914,-3.597,0,0.0668,97.002,4,0.922,20 Number 1's Now,Cumbia Anthems,Daddy Yankee - Noche de Entierro - Cumbia Remix
52,283040,0.17,0.664,0.59,0.0033200000000000005,11,0.112,-7.235,0,0.0311,127.982,4,0.495,Strobelite Seduction,Dance Classics,deadmau5 - I Remember (Strobelight Edit)
46,209546,0.635,0.54,0.439,1.93e-05,10,0.0993,-8.591000000000001,1,0.115,167.908,4,0.371,Suncity,Down In The Dumps,Khalid - Saturday Nights
72,202280,0.506,0.736,0.449,6.63e-05,10,0.117,-7.956,0,0.0633,147.971,4,0.487,Stargazing - EP,Down In The Dumps,Kygo - This Town (feat. Sasha Sloan)
75,207106,0.893,0.767,0.512,0.000223,6,0.103,-6.777,1,0.0591,123.921,4,0.489,American Teen,Down In The Dumps,Khalid - Shot Down
